"industry","country","gender","race","age","education","prof_exp","field_exp","usd_total_comp","age_mid","age_scale","prof_exp_mid","field_exp_mid","edu_num","edu_scale","wht_notwht","wom_notwom","usa","ind_dom"
"Marketing, Advertising & PR","canada","Woman","Asian ","24-","College degree","10-","10-",52,20,"Young",5,5,3,"Medium","Not White","Woman","Not USA","Woman"
"Health care","usa","Woman","White","25-34","Master's degree","10-","10-",78,30,"Young",5,5,4,"High","White","Woman","USA","Woman"
"Government and Public Administration","usa","Other","Asian ","35-44","PhD","11-20","11-20",170,40,"Middle",15,15,5,"High","Not White","Not Woman","USA","Woman"
"Business or Consulting","uk","Man","White","35-44","College degree","11-20","11-20",55.6,40,"Middle",15,15,3,"Medium","White","Not Woman","Not USA","Woman"
"Computing or Tech","usa","Woman","White","25-34","College degree","10-","10-",47.736,30,"Young",5,5,3,"Medium","White","Woman","USA","Not Woman"
"Retail","usa","Woman","White","24-","Some college","10-","10-",31.2,20,"Young",5,5,2,"Low","White","Woman","USA","Not Woman"
"Social Work","usa","Woman","White","35-44","Master's degree","11-20","11-20",50,40,"Middle",15,15,4,"High","White","Woman","USA","Woman"
"Social Work","usa","Woman","White","35-44","College degree","11-20","11-20",86.7,40,"Middle",15,15,3,"Medium","White","Woman","USA","Woman"
"Leisure, Sport & Tourism","usa","Woman","White","35-44","Master's degree","11-20","10-",37.544,40,"Middle",15,5,4,"High","White","Woman","USA","Not Woman"
"Computing or Tech","usa","Woman","White","25-34","College degree","11-20","11-20",75,30,"Young",15,15,3,"Medium","White","Woman","USA","Not Woman"
"Computing or Tech","canada","Woman","White","35-44","College degree","11-20","11-20",48,40,"Middle",15,15,3,"Medium","White","Woman","Not USA","Not Woman"
"Accounting, Banking & Finance","usa","Woman","White","45-54","Some college","11-20","11-20",78,50,"Old",15,15,2,"Low","White","Woman","USA","Woman"
"Computing or Tech","usa","Man","White","25-34","College degree","11-20","11-20",120,30,"Young",15,15,3,"Medium","White","Not Woman","USA","Not Woman"
"Retail","usa","Woman","White","55+","College degree","11-20","10-",60,60,"Old",15,5,3,"Medium","White","Woman","USA","Not Woman"
"Accounting, Banking & Finance","usa","Woman","Asian ","25-34","Master's degree","10-","10-",104,30,"Young",5,5,4,"High","Not White","Woman","USA","Woman"
"Computing or Tech","australia","Man","Other","35-44","College degree","11-20","11-20",103.6,40,"Middle",15,15,3,"Medium","Not White","Not Woman","Not USA","Not Woman"
"Computing or Tech","usa","Woman","White","35-44","Master's degree","11-20","11-20",155,40,"Middle",15,15,4,"High","White","Woman","USA","Not Woman"
"Business or Consulting","usa","Woman","Black","24-","College degree","10-","10-",130.02,20,"Young",5,5,3,"Medium","Not White","Woman","USA","Woman"
"Social Work","usa","Woman","White","25-34","Some college","10-","10-",30.2,30,"Young",5,5,2,"Low","White","Woman","USA","Woman"
"Business or Consulting","usa","Man","White","35-44","High School","11-20","10-",87,40,"Middle",15,5,1,"Low","White","Not Woman","USA","Woman"
"Computing or Tech","uk","Man","White","24-","Some college","10-","10-",22.24,20,"Young",5,5,2,"Low","White","Not Woman","Not USA","Not Woman"
"Art & Design","usa","Woman","White","25-34","College degree","11-20","11-20",60,30,"Young",15,15,3,"Medium","White","Woman","USA","Woman"
"Computing or Tech","usa","Woman","White","45-54","College degree","21-30","21-30",145,50,"Old",25,25,3,"Medium","White","Woman","USA","Not Woman"
"Sales","usa","Woman","Hispanic","25-34","Master's degree","10-","10-",68.24,30,"Young",5,5,4,"High","Not White","Woman","USA","Not Woman"
"Computing or Tech","usa","Woman","White","24-","College degree","10-","10-",87,20,"Young",5,5,3,"Medium","White","Woman","USA","Not Woman"
"Law","usa","Woman","Asian ","25-34","Professional degree","10-","10-",330,30,"Young",5,5,6,"High","Not White","Woman","USA","Woman"
"Law","usa","Woman","White","35-44","Professional degree","11-20","11-20",265,40,"Middle",15,15,6,"High","White","Woman","USA","Woman"
"Computing or Tech","usa","Woman","Asian ","25-34","Master's degree","10-","10-",450,30,"Young",5,5,4,"High","Not White","Woman","USA","Not Woman"
"Art & Design","usa","Woman","White","25-34","Master's degree","10-","10-",61,30,"Young",5,5,4,"High","White","Woman","USA","Woman"
"Automotive","uk","Woman","White","25-34","Master's degree","10-","10-",44.063,30,"Young",5,5,4,"High","White","Woman","Not USA","Not Woman"
"Health care","usa","Woman","Asian ","25-34","Professional degree","10-","10-",158,30,"Young",5,5,6,"High","Not White","Woman","USA","Woman"
"Engineering or Manufacturing","usa","Woman","Black","25-34","College degree","10-","10-",85,30,"Young",5,5,3,"Medium","Not White","Woman","USA","Not Woman"
"Social Work","usa","Woman","White","25-34","College degree","10-","10-",32,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Business or Consulting","usa","Man","White","55+","PhD","31+","31+",120,60,"Old",35,35,5,"High","White","Not Woman","USA","Woman"
"Engineering or Manufacturing","usa","Man","White","25-34","College degree","10-","10-",87.5,30,"Young",5,5,3,"Medium","White","Not Woman","USA","Not Woman"
"Computing or Tech","usa","Woman","Asian ","25-34","College degree","10-","10-",73.6,30,"Young",5,5,3,"Medium","Not White","Woman","USA","Not Woman"
"Social Work","usa","Woman","White","25-34","College degree","10-","10-",49.92,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Business or Consulting","usa","Woman","White","25-34","Master's degree","10-","10-",60,30,"Young",5,5,4,"High","White","Woman","USA","Woman"
"Computing or Tech","usa","Woman","White","25-34","College degree","10-","10-",70,30,"Young",5,5,3,"Medium","White","Woman","USA","Not Woman"
"Marketing, Advertising & PR","usa","Woman","White","25-34","College degree","10-","10-",57,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Accounting, Banking & Finance","usa","Woman","White","25-34","College degree","10-","10-",145,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Computing or Tech","usa","Woman","White","35-44","Master's degree","11-20","11-20",178.629,40,"Middle",15,15,4,"High","White","Woman","USA","Not Woman"
"Computing or Tech","usa","Woman","White","25-34","College degree","10-","10-",73,30,"Young",5,5,3,"Medium","White","Woman","USA","Not Woman"
"Social Work","usa","Woman","White","25-34","College degree","10-","10-",44.5,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Law","usa","Woman","White","25-34","Professional degree","10-","10-",99,30,"Young",5,5,6,"High","White","Woman","USA","Woman"
"Business or Consulting","usa","Woman","White","25-34","Master's degree","10-","10-",122,30,"Young",5,5,4,"High","White","Woman","USA","Woman"
"Health care","usa","Woman","White","45-54","Professional degree","21-30","11-20",218,50,"Old",25,15,6,"High","White","Woman","USA","Woman"
"Computing or Tech","usa","Woman","White","45-54","College degree","11-20","10-",63,50,"Old",15,5,3,"Medium","White","Woman","USA","Not Woman"
"Computing or Tech","usa","Other","White","25-34","Master's degree","10-","10-",144,30,"Young",5,5,4,"High","White","Not Woman","USA","Not Woman"
"Education","usa","Woman","White","35-44","Master's degree","11-20","10-",132,40,"Middle",15,5,4,"High","White","Woman","USA","Woman"
"Accounting, Banking & Finance","usa","Woman","Hispanic","25-34","College degree","11-20","10-",30,30,"Young",15,5,3,"Medium","Not White","Woman","USA","Woman"
"Health care","usa","Woman","Black","35-44","Master's degree","11-20","10-",210,40,"Middle",15,5,4,"High","Not White","Woman","USA","Woman"
"Science","usa","Woman","White","25-34","Master's degree","11-20","10-",74,30,"Young",15,5,4,"High","White","Woman","USA","Woman"
"Social Work","uk","Woman","White","24-","College degree","10-","10-",35.723,20,"Young",5,5,3,"Medium","White","Woman","Not USA","Woman"
"Business or Consulting","usa","Woman","White","35-44","Master's degree","11-20","11-20",162,40,"Middle",15,15,4,"High","White","Woman","USA","Woman"
"Computing or Tech","canada","Woman","White","25-34","College degree","10-","10-",64.8,30,"Young",5,5,3,"Medium","White","Woman","Not USA","Not Woman"
"Science","usa","Woman","White","25-34","College degree","10-","10-",131.89,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Accounting, Banking & Finance","usa","Woman","White","25-34","College degree","10-","10-",106,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Business or Consulting","usa","Woman","White","35-44","Master's degree","11-20","10-",62,40,"Middle",15,5,4,"High","White","Woman","USA","Woman"
"Computing or Tech","usa","Woman","White","25-34","College degree","10-","10-",151,30,"Young",5,5,3,"Medium","White","Woman","USA","Not Woman"
"Marketing, Advertising & PR","usa","Woman","Hispanic","25-34","College degree","10-","10-",96,30,"Young",5,5,3,"Medium","Not White","Woman","USA","Woman"
"Computing or Tech","usa","Man","White","45-54","College degree","21-30","11-20",121,50,"Old",25,15,3,"Medium","White","Not Woman","USA","Not Woman"
"Business or Consulting","canada","Woman","White","25-34","Master's degree","10-","10-",60,30,"Young",5,5,4,"High","White","Woman","Not USA","Woman"
"Business or Consulting","usa","Woman","Black","25-34","Master's degree","10-","10-",62,30,"Young",5,5,4,"High","Not White","Woman","USA","Woman"
"Computing or Tech","usa","Man","White","25-34","Master's degree","10-","10-",94,30,"Young",5,5,4,"High","White","Not Woman","USA","Not Woman"
"Business or Consulting","usa","Woman","White","25-34","College degree","11-20","11-20",50,30,"Young",15,15,3,"Medium","White","Woman","USA","Woman"
"Business or Consulting","usa","Woman","White","35-44","Professional degree","10-","10-",106,40,"Middle",5,5,6,"High","White","Woman","USA","Woman"
"Engineering or Manufacturing","usa","Woman","White","25-34","College degree","10-","10-",77.77,30,"Young",5,5,3,"Medium","White","Woman","USA","Not Woman"
"Computing or Tech","usa","Man","Hispanic","25-34","College degree","11-20","10-",93.5,30,"Young",15,5,3,"Medium","Not White","Not Woman","USA","Not Woman"
"Business or Consulting","usa","Man","White","25-34","Master's degree","10-","10-",367,30,"Young",5,5,4,"High","White","Not Woman","USA","Woman"
"Accounting, Banking & Finance","usa","Woman","Black","25-34","College degree","10-","10-",95,30,"Young",5,5,3,"Medium","Not White","Woman","USA","Woman"
"Business or Consulting","usa","Woman","White","25-34","College degree","10-","10-",55,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Computing or Tech","uk","Woman","White","25-34","Master's degree","10-","10-",63.94,30,"Young",5,5,4,"High","White","Woman","Not USA","Not Woman"
"Social Work","uk","Man","White","35-44","College degree","11-20","11-20",104.25,40,"Middle",15,15,3,"Medium","White","Not Woman","Not USA","Woman"
"Retail","usa","Woman","White","35-44","College degree","11-20","11-20",26.1,40,"Middle",15,15,3,"Medium","White","Woman","USA","Not Woman"
"Marketing, Advertising & PR","usa","Man","White","24-","College degree","10-","10-",40,20,"Young",5,5,3,"Medium","White","Not Woman","USA","Woman"
"Accounting, Banking & Finance","usa","Woman","Asian ","35-44","Master's degree","10-","10-",130,40,"Middle",5,5,4,"High","Not White","Woman","USA","Woman"
"Sales","usa","Woman","White","25-34","College degree","11-20","10-",60,30,"Young",15,5,3,"Medium","White","Woman","USA","Not Woman"
"Business or Consulting","usa","Woman","Black","25-34","Master's degree","10-","10-",48,30,"Young",5,5,4,"High","Not White","Woman","USA","Woman"
"Social Work","usa","Woman","White","25-34","Master's degree","10-","10-",71.958,30,"Young",5,5,4,"High","White","Woman","USA","Woman"
"Environmental","usa","Woman","White","24-","College degree","10-","10-",40.4,20,"Young",5,5,3,"Medium","White","Woman","USA","Not Woman"
"Accounting, Banking & Finance","uk","Woman","White","35-44","College degree","11-20","11-20",47.5241,40,"Middle",15,15,3,"Medium","White","Woman","Not USA","Woman"
"Marketing, Advertising & PR","usa","Woman","White","35-44","College degree","11-20","10-",71.5,40,"Middle",15,5,3,"Medium","White","Woman","USA","Woman"
"Computing or Tech","usa","Man","Other","35-44","College degree","10-","10-",160,40,"Middle",5,5,3,"Medium","Not White","Not Woman","USA","Not Woman"
"Computing or Tech","usa","Woman","White","35-44","Master's degree","21-30","11-20",50,40,"Middle",25,15,4,"High","White","Woman","USA","Not Woman"
"Marketing, Advertising & PR","uk","Man","White","35-44","Master's degree","11-20","11-20",104.25,40,"Middle",15,15,4,"High","White","Not Woman","Not USA","Woman"
"Business or Consulting","canada","Woman","White","25-34","College degree","10-","10-",71.2,30,"Young",5,5,3,"Medium","White","Woman","Not USA","Woman"
"Art & Design","canada","Man","White","25-34","College degree","10-","10-",47.2,30,"Young",5,5,3,"Medium","White","Not Woman","Not USA","Woman"
"Computing or Tech","usa","Woman","White","35-44","PhD","11-20","10-",145,40,"Middle",15,5,5,"High","White","Woman","USA","Not Woman"
"Computing or Tech","usa","Other","White","35-44","Some college","21-30","21-30",426,40,"Middle",25,25,2,"Low","White","Not Woman","USA","Not Woman"
"Education","usa","Woman","White","35-44","College degree","11-20","11-20",97.375,40,"Middle",15,15,3,"Medium","White","Woman","USA","Woman"
"Social Work","usa","Man","Asian ","25-34","College degree","11-20","11-20",251,30,"Young",15,15,3,"Medium","Not White","Not Woman","USA","Woman"
"Sales","usa","Woman","Hispanic","25-34","College degree","11-20","11-20",43,30,"Young",15,15,3,"Medium","Not White","Woman","USA","Not Woman"
"Social Work","usa","Other","White","25-34","College degree","10-","10-",43.388,30,"Young",5,5,3,"Medium","White","Not Woman","USA","Woman"
"Libraries and Museums","usa","Woman","White","35-44","College degree","11-20","11-20",79.5,40,"Middle",15,15,3,"Medium","White","Woman","USA","Woman"
"Computing or Tech","usa","Woman","Hispanic","25-34","College degree","10-","10-",72.858,30,"Young",5,5,3,"Medium","Not White","Woman","USA","Not Woman"
"Computing or Tech","usa","Man","White","35-44","Professional degree","10-","10-",115,40,"Middle",5,5,6,"High","White","Not Woman","USA","Not Woman"
"Computing or Tech","usa","Man","White","35-44","Some college","11-20","11-20",250,40,"Middle",15,15,2,"Low","White","Not Woman","USA","Not Woman"
"Art & Design","usa","Woman","White","25-34","College degree","10-","10-",54.45,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Business or Consulting","usa","Other","White","24-","College degree","10-","10-",96.9,20,"Young",5,5,3,"Medium","White","Not Woman","USA","Woman"
"Computing or Tech","usa","Man","White","25-34","Master's degree","10-","10-",79.04,30,"Young",5,5,4,"High","White","Not Woman","USA","Not Woman"
"Health care","usa","Man","Hispanic","35-44","Master's degree","11-20","11-20",125,40,"Middle",15,15,4,"High","Not White","Not Woman","USA","Woman"
"Marketing, Advertising & PR","usa","Woman","White","35-44","Master's degree","21-30","21-30",56.2,40,"Middle",25,25,4,"High","White","Woman","USA","Woman"
"Business or Consulting","canada","Man","Asian ","35-44","College degree","11-20","10-",68.4,40,"Middle",15,5,3,"Medium","Not White","Not Woman","Not USA","Woman"
"Recruitment or HR","usa","Woman","White","25-34","College degree","10-","10-",90,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Entertainment","usa","Other","White","25-34","College degree","10-","10-",52.5,30,"Young",5,5,3,"Medium","White","Not Woman","USA","Not Woman"
